year,season,fishery,area,catch
1999,1,37,5,1.55324e-06
2000,1,37,5,1.30952e-06
2001,1,37,5,1.30318e-06
2002,1,37,5,1.18551e-06
2003,1,37,5,1.32505e-06
2004,1,37,5,1.37802e-06
2005,1,37,5,1.32715e-06
2006,1,37,5,1.09991e-06
2007,1,37,5,1.26426e-06
2008,1,37,5,1.26981e-06
2009,1,37,5,1.03559e-06
2010,1,37,5,9.69006e-07
2011,1,37,5,8.62785e-07
2012,1,37,5,8.86371e-07
2013,1,37,5,8.36643e-07
2014,1,37,5,8.3766e-07
2015,1,37,5,9.81516e-07
2016,1,37,5,1.00671e-06
2017,1,37,5,8.38756e-07
2018,1,37,5,7.0965e-07
2019,1,37,5,6.48628e-07
2020,1,37,5,7.02352e-07
2021,1,37,5,6.75927e-07
1952,1,38,6,4.74828e-06
1953,1,38,6,4.78714e-06
1954,1,38,6,4.79925e-06
1955,1,38,6,4.57514e-06
1956,1,38,6,4.19232e-06
1957,1,38,6,5.39337e-06
1958,1,38,6,5.83827e-06
1959,1,38,6,5.45389e-06
1960,1,38,6,4.8252e-06
1961,1,38,6,5.22675e-06
1962,1,38,6,5.0377e-06
1963,1,38,6,4.6902e-06
1964,1,38,6,4.21176e-06
1965,1,38,6,3.87362e-06
1966,1,38,6,3.62092e-06
1967,1,38,6,4.093e-06
1968,1,38,6,4.14815e-06
1969,1,38,6,4.47353e-06
1970,1,38,6,4.25845e-06
1971,1,38,6,3.49037e-06
1972,1,38,6,3.4407e-06
1973,1,38,6,3.18784e-06
1974,1,38,6,2.77542e-06
1975,1,38,6,2.83187e-06
1976,1,38,6,3.99913e-06
1977,1,38,6,3.66897e-06
1978,1,38,6,3.17971e-06
1979,1,38,6,2.90821e-06
1980,1,38,6,3.54289e-06
1981,1,38,6,3.19812e-06
1982,1,38,6,2.68755e-06
1983,1,38,6,2.65164e-06
1984,1,38,6,2.56174e-06
1985,1,38,6,2.72245e-06
1986,1,38,6,2.51901e-06
1987,1,38,6,2.06111e-06
1988,1,38,6,1.7349e-06
1989,1,38,6,1.63216e-06
1990,1,38,6,2.05014e-06
1991,1,38,6,2.82816e-06
1992,1,38,6,2.54186e-06
1993,1,38,6,2.10888e-06
1994,1,38,6,2.00777e-06
1995,1,38,6,2.10804e-06
1996,1,38,6,2.17674e-06
1997,1,38,6,2.57292e-06
1998,1,38,6,2.55617e-06
1999,1,38,6,2.38363e-06
2000,1,38,6,2.30483e-06
2001,1,38,6,2.52673e-06
2002,1,38,6,2.24334e-06
2003,1,38,6,2.43865e-06
2004,1,38,6,2.6112e-06
2005,1,38,6,2.63888e-06
2006,1,38,6,2.19552e-06
2007,1,38,6,2.24361e-06
2008,1,38,6,2.25646e-06
2009,1,38,6,2.25608e-06
2010,1,38,6,2.04442e-06
2011,1,38,6,1.96899e-06
2012,1,38,6,2.09999e-06
2013,1,38,6,1.9705e-06
2014,1,38,6,1.95996e-06
2015,1,38,6,2.02514e-06
2016,1,38,6,2.04605e-06
2017,1,38,6,1.88815e-06
2018,1,38,6,1.87208e-06
2019,1,38,6,1.60422e-06
2020,1,38,6,1.40619e-06
2021,1,38,6,1.33641e-06
1952,1,39,7,7.43012e-06
1953,1,39,7,7.50204e-06
1954,1,39,7,7.54856e-06
1955,1,39,7,7.42447e-06
1956,1,39,7,7.31897e-06
1957,1,39,7,8.03427e-06
1958,1,39,7,9.13983e-06
1959,1,39,7,8.60158e-06
1960,1,39,7,7.22444e-06
1961,1,39,7,6.91722e-06
1962,1,39,7,6.3716e-06
1963,1,39,7,5.77237e-06
1964,1,39,7,5.45116e-06
1965,1,39,7,5.06367e-06
1966,1,39,7,4.85812e-06
1967,1,39,7,4.74919e-06
1968,1,39,7,4.3867e-06
1969,1,39,7,4.41371e-06
1970,1,39,7,4.00232e-06
1971,1,39,7,3.79299e-06
1972,1,39,7,4.67833e-06
1973,1,39,7,4.72132e-06
1974,1,39,7,4.24207e-06
1975,1,39,7,4.58646e-06
1976,1,39,7,4.55967e-06
1977,1,39,7,4.33513e-06
1978,1,39,7,4.54483e-06
1979,1,39,7,4.5342e-06
1980,1,39,7,4.37325e-06
1981,1,39,7,3.79052e-06
1982,1,39,7,3.49905e-06
1983,1,39,7,3.32244e-06
1984,1,39,7,3.51838e-06
1985,1,39,7,3.6917e-06
1986,1,39,7,3.7612e-06
1987,1,39,7,3.80122e-06
1988,1,39,7,4.08283e-06
1989,1,39,7,4.74101e-06
1990,1,39,7,5.34831e-06
1991,1,39,7,5.18525e-06
1992,1,39,7,4.50576e-06
1993,1,39,7,3.96321e-06
1994,1,39,7,3.83292e-06
1995,1,39,7,3.94576e-06
1996,1,39,7,3.54175e-06
1997,1,39,7,3.02582e-06
1998,1,39,7,3.16926e-06
1999,1,39,7,3.47458e-06
2000,1,39,7,3.16212e-06
2001,1,39,7,2.93085e-06
2002,1,39,7,2.70655e-06
2003,1,39,7,2.73376e-06
2004,1,39,7,2.78766e-06
2005,1,39,7,2.54678e-06
2006,1,39,7,2.90705e-06
2007,1,39,7,3.0439e-06
2008,1,39,7,2.85548e-06
2009,1,39,7,2.65595e-06
2010,1,39,7,2.58973e-06
2011,1,39,7,2.89129e-06
2012,1,39,7,2.71268e-06
2013,1,39,7,2.53581e-06
2014,1,39,7,2.77948e-06
2015,1,39,7,3.05382e-06
2016,1,39,7,2.87728e-06
2017,1,39,7,2.50588e-06
2018,1,39,7,2.46773e-06
2019,1,39,7,2.86614e-06
2020,1,39,7,3.03077e-06
2021,1,39,7,2.6362e-06
1952,1,40,8,7.2658e-07
1953,1,40,8,8.07991e-07
1954,1,40,8,8.53386e-07
1955,1,40,8,8.70214e-07
1956,1,40,8,8.75057e-07
1957,1,40,8,9.89783e-07
1958,1,40,8,1.09578e-06
1959,1,40,8,1.0365e-06
1960,1,40,8,9.17052e-07
1961,1,40,8,8.90601e-07
1962,1,40,8,8.53698e-07
1963,1,40,8,8.25561e-07
1964,1,40,8,7.7175e-07
1965,1,40,8,7.28374e-07
1966,1,40,8,7.04006e-07
1967,1,40,8,6.75344e-07
1968,1,40,8,6.53764e-07
1969,1,40,8,6.71832e-07
1970,1,40,8,6.3253e-07
1971,1,40,8,5.96638e-07
1972,1,40,8,6.60499e-07
1973,1,40,8,6.5341e-07
1974,1,40,8,6.02026e-07
1975,1,40,8,6.41479e-07
1976,1,40,8,6.6327e-07
1977,1,40,8,6.80489e-07
1978,1,40,8,7.36325e-07
1979,1,40,8,7.0293e-07
1980,1,40,8,7.11044e-07
1981,1,40,8,5.96112e-07
1982,1,40,8,5.4757e-07
1983,1,40,8,5.49032e-07
1984,1,40,8,6.34915e-07
1985,1,40,8,6.4945e-07
1986,1,40,8,6.01891e-07
1987,1,40,8,6.6209e-07
1988,1,40,8,6.22783e-07
1989,1,40,8,5.64529e-07
1990,1,40,8,6.41201e-07
1991,1,40,8,6.30434e-07
1992,1,40,8,5.89842e-07
1993,1,40,8,5.6871e-07
1994,1,40,8,6.85851e-07
1995,1,40,8,6.71509e-07
1996,1,40,8,6.49535e-07
1997,1,40,8,6.73057e-07
1998,1,40,8,6.08e-07
1999,1,40,8,5.38662e-07
2000,1,40,8,5.61379e-07
2001,1,40,8,5.47761e-07
2002,1,40,8,6.31779e-07
2003,1,40,8,6.2945e-07
2004,1,40,8,5.36373e-07
2005,1,40,8,4.67458e-07
2006,1,40,8,4.23786e-07
2007,1,40,8,3.70428e-07
2008,1,40,8,3.48753e-07
2009,1,40,8,3.49809e-07
2010,1,40,8,3.53495e-07
2011,1,40,8,3.39712e-07
2012,1,40,8,3.46982e-07
2013,1,40,8,3.34813e-07
2014,1,40,8,3.67583e-07
2015,1,40,8,4.3328e-07
2016,1,40,8,4.5739e-07
2017,1,40,8,4.20308e-07
2018,1,40,8,3.732e-07
2019,1,40,8,3.54431e-07
2020,1,40,8,3.94403e-07
2021,1,40,8,4.09619e-07
1952,1,41,9,1.81353e-07
1953,1,41,9,1.8306e-07
1954,1,41,9,1.83353e-07
1955,1,41,9,1.72954e-07
1956,1,41,9,1.55152e-07
1957,1,41,9,1.91191e-07
1958,1,41,9,2.36583e-07
1959,1,41,9,2.16527e-07
1960,1,41,9,1.88016e-07
1961,1,41,9,2.23878e-07
1962,1,41,9,2.39489e-07
1963,1,41,9,1.99775e-07
1964,1,41,9,1.52798e-07
1965,1,41,9,1.4125e-07
1966,1,41,9,1.3657e-07
1967,1,41,9,1.31215e-07
1968,1,41,9,1.15831e-07
1969,1,41,9,1.04061e-07
1970,1,41,9,8.82636e-08
1971,1,41,9,7.44813e-08
1972,1,41,9,9.38074e-08
1973,1,41,9,1.01154e-07
1974,1,41,9,9.28259e-08
1975,1,41,9,9.0662e-08
1976,1,41,9,7.87544e-08
1977,1,41,9,9.54078e-08
1978,1,41,9,1.12007e-07
1979,1,41,9,1.08042e-07
1980,1,41,9,1.19047e-07
1981,1,41,9,1.04885e-07
1982,1,41,9,8.54323e-08
1983,1,41,9,7.60787e-08
1984,1,41,9,8.21443e-08
1985,1,41,9,1.05618e-07
1986,1,41,9,1.3868e-07
1987,1,41,9,1.12723e-07
1988,1,41,9,8.82852e-08
1989,1,41,9,7.17521e-08
1990,1,41,9,7.55058e-08
1991,1,41,9,8.29927e-08
1992,1,41,9,6.90097e-08
1993,1,41,9,5.32371e-08
1994,1,41,9,5.10112e-08
1995,1,41,9,4.40175e-08
1996,1,41,9,4.77797e-08
1997,1,41,9,1.06276e-07
1998,1,41,9,9.23668e-08
1999,1,41,9,7.17068e-08
2000,1,41,9,5.72657e-08
2001,1,41,9,5.52293e-08
2002,1,41,9,4.79458e-08
2003,1,41,9,4.98987e-08
2004,1,41,9,5.49637e-08
2005,1,41,9,6.79295e-08
2006,1,41,9,6.42053e-08
2007,1,41,9,8.89982e-08
2008,1,41,9,9.28651e-08
2009,1,41,9,9.41542e-08
2010,1,41,9,9.67419e-08
2011,1,41,9,9.22818e-08
2012,1,41,9,9.07671e-08
2013,1,41,9,7.68293e-08
2014,1,41,9,6.97237e-08
2015,1,41,9,7.99013e-08
2016,1,41,9,8.15192e-08
2017,1,41,9,6.54758e-08
2018,1,41,9,5.67978e-08
2019,1,41,9,6.18453e-08
2020,1,41,9,6.03434e-08
2021,1,41,9,5.28529e-08
1952,2,1,1,722.246
1953,2,1,1,537.296
1954,2,1,1,1104.52
1955,2,1,1,1005.16
1956,2,1,1,1171.17
1957,2,1,1,994.444
1958,2,1,1,733.391
1959,2,1,1,844.224
1960,2,1,1,1363.92
1961,2,1,1,687.043
1962,2,1,1,256.103
1963,2,1,1,738.216
1964,2,1,1,450.152
1965,2,1,1,419.971
1966,2,1,1,507.676
1967,2,1,1,645.845
1968,2,1,1,403.032
1969,2,1,1,407.628
1970,2,1,1,396.797
1971,2,1,1,305.383
1972,2,1,1,360.021
1973,2,1,1,379.389
1974,2,1,1,421.202
1975,2,1,1,448.733
1976,2,1,1,562.419
1977,2,1,1,1222.16
1978,2,1,1,1092.77
1979,2,1,1,1062.26
1980,2,1,1,796.802
1981,2,1,1,606.003
1982,2,1,1,715.024
1983,2,1,1,721.191
1984,2,1,1,721.854
1985,2,1,1,890.742
1986,2,1,1,887.483
1987,2,1,1,1037.32
1988,2,1,1,1282.95
1989,2,1,1,869.443
1990,2,1,1,1024.44
1991,2,1,1,1470.89
1992,2,1,1,1593.72
1993,2,1,1,1537.08
1994,2,1,1,796.877
1995,2,1,1,1114.86
1996,2,1,1,671.82
1997,2,1,1,693.07
1998,2,1,1,696.512
1999,2,1,1,971.046
2000,2,1,1,692.819
2001,2,1,1,595.166
2002,2,1,1,1198.66
2003,2,1,1,3257.32
2004,2,1,1,1767.95
2005,2,1,1,1810.58
2006,2,1,1,2903.52
2007,2,1,1,1526.13
2008,2,1,1,1236.05
2009,2,1,1,903.281
2010,2,1,1,935.573
2011,2,1,1,1029.79
2012,2,1,1,720.483
2013,2,1,1,434.857
2014,2,1,1,1143.72
2015,2,1,1,1871.38
2016,2,1,1,1335.59
2017,2,1,1,889.889
2018,2,1,1,702.361
2019,2,1,1,905.298
2020,2,1,1,909.195
2021,2,1,1,655.79
1952,2,2,2,2720.14
1953,2,2,2,532.481
1954,2,2,2,804.673
1955,2,2,2,1372.69
1956,2,2,2,351.997
1957,2,2,2,677.485
1958,2,2,2,3456.13
1959,2,2,2,3026.46
1960,2,2,2,3943.38
1961,2,2,2,4062.09
1962,2,2,2,5919.42
1963,2,2,2,5026.2
1964,2,2,2,4577.69
1965,2,2,2,1187.17
1966,2,2,2,1788.61
1967,2,2,2,3070.18
1968,2,2,2,1348.01
1969,2,2,2,678.363
1970,2,2,2,2293.65
1971,2,2,2,1319.68
1972,2,2,2,1934.85
1973,2,2,2,2215.84
1974,2,2,2,2968.48
1975,2,2,2,1976.59
1976,2,2,2,2759.82
1977,2,2,2,1973.55
1978,2,2,2,3146.4
1979,2,2,2,2386.76
1980,2,2,2,2375.15
1981,2,2,2,3956.18
1982,2,2,2,2377.51
1983,2,2,2,2008.26
1984,2,2,2,2124.65
1985,2,2,2,1888.97
1986,2,2,2,3195.63
1987,2,2,2,3371.52
1988,2,2,2,3103.66
1989,2,2,2,3287.93
1990,2,2,2,2003.91
1991,2,2,2,2658.82
1992,2,2,2,1130.72
1993,2,2,2,1897.64
1994,2,2,2,1089.9
1995,2,2,2,1884.1
1996,2,2,2,1380.3
1997,2,2,2,1381.38
1998,2,2,2,1789.2
1999,2,2,2,2541.76
2000,2,2,2,699.255
2001,2,2,2,1219.79
2002,2,2,2,1778.62
2003,2,2,2,1904.32
2004,2,2,2,1894.23
2005,2,2,2,1774.86
2006,2,2,2,1997.21
2007,2,2,2,1063.91
2008,2,2,2,2740.25
2009,2,2,2,1477.41
2010,2,2,2,814.1
2011,2,2,2,2208.26
2012,2,2,2,1972.04
2013,2,2,2,1086.33
2014,2,2,2,839.922
2015,2,2,2,931.623
2016,2,2,2,2336.99
2017,2,2,2,2118.69
2018,2,2,2,3945.71
2019,2,2,2,3097.89
2020,2,2,2,3484.12
2021,2,2,2,3062.66
1952,2,3,2,0
1953,2,3,2,0
1954,2,3,2,0
1955,2,3,2,0
1956,2,3,2,0
1957,2,3,2,0
1958,2,3,2,0
1959,2,3,2,0
1960,2,3,2,0
1961,2,3,2,0
1962,2,3,2,0
1963,2,3,2,0
1964,2,3,2,0
1965,2,3,2,0
1966,2,3,2,0
1967,2,3,2,0
1968,2,3,2,0
1969,2,3,2,0
1970,2,3,2,0
1971,2,3,2,0
1972,2,3,2,0
1973,2,3,2,0
1974,2,3,2,0
1975,2,3,2,0
1976,2,3,2,0
1977,2,3,2,0
1978,2,3,2,0
1979,2,3,2,0
1980,2,3,2,0
1981,2,3,2,0
1982,2,3,2,0
1983,2,3,2,0
1984,2,3,2,0
1985,2,3,2,0
1986,2,3,2,0
1987,2,3,2,0
1988,2,3,2,0
1989,2,3,2,0
1990,2,3,2,0
1991,2,3,2,292.789
1992,2,3,2,358.718
1993,2,3,2,499.849
1994,2,3,2,183.087
1995,2,3,2,589.424
1996,2,3,2,442.172
1997,2,3,2,438.561
1998,2,3,2,618.626
1999,2,3,2,619.036
2000,2,3,2,807.787
2001,2,3,2,472.526
2002,2,3,2,677.763
2003,2,3,2,449.789
2004,2,3,2,725.437
2005,2,3,2,731.391
2006,2,3,2,732.287
2007,2,3,2,898.647
2008,2,3,2,970.294
2009,2,3,2,615.576
2010,2,3,2,929.065
2011,2,3,2,1032.16
2012,2,3,2,1021.41
2013,2,3,2,806.715
2014,2,3,2,787.727
2015,2,3,2,1273.57
2016,2,3,2,1539.8
2017,2,3,2,1006.02
2018,2,3,2,878.377
2019,2,3,2,1522.18
2020,2,3,2,1304.01
2021,2,3,2,1177.02
1952,2,4,3,538.271
1953,2,4,3,676.72
1954,2,4,3,440.36
1955,2,4,3,1266.16
1956,2,4,3,892.338
1957,2,4,3,1663.36
1958,2,4,3,1778.21
1959,2,4,3,1370.89
1960,2,4,3,865.308
1961,2,4,3,1868.7
1962,2,4,3,1266.32
1963,2,4,3,632.79
1964,2,4,3,537.252
1965,2,4,3,901.495
1966,2,4,3,2287.83
1967,2,4,3,1276.17
1968,2,4,3,1196.48
1969,2,4,3,2028.97
1970,2,4,3,654.106
1971,2,4,3,1541.12
1972,2,4,3,3524.54
1973,2,4,3,1941.68
1974,2,4,3,1526.24
1975,2,4,3,1365.7
1976,2,4,3,3046.75
1977,2,4,3,3349.81
1978,2,4,3,2256.28
1979,2,4,3,3852.28
1980,2,4,3,3668
1981,2,4,3,2237.44
1982,2,4,3,3313.85
1983,2,4,3,1397.77
1984,2,4,3,1853.66
1985,2,4,3,2557.33
1986,2,4,3,1334.2
1987,2,4,3,1938.14
1988,2,4,3,1517.96
1989,2,4,3,2681.74
1990,2,4,3,3025.2
1991,2,4,3,1261.9
1992,2,4,3,3645.99
1993,2,4,3,2117.67
1994,2,4,3,2376.98
1995,2,4,3,1799.55
1996,2,4,3,2120.51
1997,2,4,3,1383.77
1998,2,4,3,946.917
1999,2,4,3,2407.23
2000,2,4,3,1749.72
2001,2,4,3,1674.04
2002,2,4,3,2061.81
2003,2,4,3,1821.43
2004,2,4,3,2255.98
2005,2,4,3,1637.91
2006,2,4,3,2100.74
2007,2,4,3,1489.53
2008,2,4,3,1731.03
2009,2,4,3,1331.59
2010,2,4,3,770.399
2011,2,4,3,1509.08
2012,2,4,3,1135.29
2013,2,4,3,1047.86
2014,2,4,3,3200.14
2015,2,4,3,3363.16
2016,2,4,3,210.484
2017,2,4,3,608.413
2018,2,4,3,766.639
2019,2,4,3,1501.37
2020,2,4,3,535.726
2021,2,4,3,659.575
1952,2,5,3,0
1953,2,5,3,0
1954,2,5,3,0
1955,2,5,3,0
1956,2,5,3,0
1957,2,5,3,0
1958,2,5,3,0
1959,2,5,3,0
1960,2,5,3,0
1961,2,5,3,0
1962,2,5,3,0
1963,2,5,3,0
1964,2,5,3,0
1965,2,5,3,0
1966,2,5,3,0
1967,2,5,3,0
1968,2,5,3,0
1969,2,5,3,0
1970,2,5,3,0
1971,2,5,3,0
1972,2,5,3,0
1973,2,5,3,0
1974,2,5,3,0
1975,2,5,3,0
1976,2,5,3,0
1977,2,5,3,0
1978,2,5,3,0
1979,2,5,3,0
1980,2,5,3,0
1981,2,5,3,0
1982,2,5,3,0
1983,2,5,3,0
1984,2,5,3,0
1985,2,5,3,0
1986,2,5,3,0
1987,2,5,3,0
1988,2,5,3,23.5658
1989,2,5,3,3.79663
1990,2,5,3,189.19
1991,2,5,3,134.47
1992,2,5,3,264.953
1993,2,5,3,1076.23
1994,2,5,3,2968.67
1995,2,5,3,1964.24
1996,2,5,3,1230.6
1997,2,5,3,707.66
1998,2,5,3,1667.33
1999,2,5,3,1630.43
2000,2,5,3,1418.15
2001,2,5,3,1691.43
2002,2,5,3,360.475
2003,2,5,3,1595.74
2004,2,5,3,691.202
2005,2,5,3,119.953
2006,2,5,3,582.112
2007,2,5,3,1344.61
2008,2,5,3,1268.84
2009,2,5,3,2427.67
2010,2,5,3,1081
2011,2,5,3,1088.44
2012,2,5,3,1069.22
2013,2,5,3,1282.82
2014,2,5,3,1878.92
2015,2,5,3,1595.26
2016,2,5,3,634.439
2017,2,5,3,1231.94
2018,2,5,3,2511.73
2019,2,5,3,1282.32
2020,2,5,3,654.243
2021,2,5,3,828.815
1952,2,6,7,0
1953,2,6,7,0
1954,2,6,7,0
1955,2,6,7,0
1956,2,6,7,0
1957,2,6,7,0
1958,2,6,7,685.336
1959,2,6,7,488.896
1960,2,6,7,857.919
1961,2,6,7,770.22
1962,2,6,7,726.365
1963,2,6,7,933.493
1964,2,6,7,941.326
1965,2,6,7,548.778
1966,2,6,7,563.431
1967,2,6,7,735.116
1968,2,6,7,1107.07
1969,2,6,7,915.645
1970,2,6,7,435.315
1971,2,6,7,595.687
1972,2,6,7,677.881
1973,2,6,7,622.094
1974,2,6,7,724.195
1975,2,6,7,1358.26
1976,2,6,7,674.127
1977,2,6,7,594.847
1978,2,6,7,1023.33
1979,2,6,7,1063.83
1980,2,6,7,751.709
1981,2,6,7,1022.06
1982,2,6,7,819.217
1983,2,6,7,972.001
1984,2,6,7,897.408
1985,2,6,7,1263.74
1986,2,6,7,850.627
1987,2,6,7,1055.93
1988,2,6,7,1476.88
1989,2,6,7,985.071
1990,2,6,7,1900.9
1991,2,6,7,2627.64
1992,2,6,7,1981.26
1993,2,6,7,2544.89
1994,2,6,7,2999.92
1995,2,6,7,2402.6
1996,2,6,7,3627.84
1997,2,6,7,2788.5
1998,2,6,7,3226.77
1999,2,6,7,3526.92
2000,2,6,7,3967.51
2001,2,6,7,3625.71
2002,2,6,7,3055.32
2003,2,6,7,3520.68
2004,2,6,7,3658.78
2005,2,6,7,2722.84
2006,2,6,7,4306
2007,2,6,7,3393.06
2008,2,6,7,3853.69
2009,2,6,7,3681.27
2010,2,6,7,2378.36
2011,2,6,7,3420.39
2012,2,6,7,3581
2013,2,6,7,3042.71
2014,2,6,7,4252.04
2015,2,6,7,3235.62
2016,2,6,7,2490.12
2017,2,6,7,1107.72
2018,2,6,7,2969.31
2019,2,6,7,2653.92
2020,2,6,7,2261.77
2021,2,6,7,1864.8
1952,2,7,7,263.982
1953,2,7,7,156.464
1954,2,7,7,346.25
1955,2,7,7,202.099
1956,2,7,7,295.933
1957,2,7,7,152.567
1958,2,7,7,206.254
1959,2,7,7,348.638
1960,2,7,7,318.965
1961,2,7,7,118.235
1962,2,7,7,296.404
1963,2,7,7,50.6406
1964,2,7,7,95.128
1965,2,7,7,259.549
1966,2,7,7,297.309
1967,2,7,7,619.019
1968,2,7,7,832.696
1969,2,7,7,1025.63
1970,2,7,7,643.568
1971,2,7,7,346.52
1972,2,7,7,469.458
1973,2,7,7,897.961
1974,2,7,7,879.05
1975,2,7,7,1245.91
1976,2,7,7,1232.35
1977,2,7,7,1767.2
1978,2,7,7,854.987
1979,2,7,7,1113.3
1980,2,7,7,810.757
1981,2,7,7,837.751
1982,2,7,7,392.507
1983,2,7,7,417.175
1984,2,7,7,425.828
1985,2,7,7,552.117
1986,2,7,7,369.05
1987,2,7,7,390.412
1988,2,7,7,322.433
1989,2,7,7,737.808
1990,2,7,7,1291.46
1991,2,7,7,847.598
1992,2,7,7,892.326
1993,2,7,7,784.282
1994,2,7,7,1232.14
1995,2,7,7,814.668
1996,2,7,7,1421.11
1997,2,7,7,951.69
1998,2,7,7,509.91
1999,2,7,7,660.323
2000,2,7,7,486.661
2001,2,7,7,482.53
2002,2,7,7,454.149
2003,2,7,7,400.368
2004,2,7,7,599.532
2005,2,7,7,345.759
2006,2,7,7,675.789
2007,2,7,7,220.849
2008,2,7,7,501.103
2009,2,7,7,381.206
2010,2,7,7,244.707
2011,2,7,7,503.751
2012,2,7,7,409.294
2013,2,7,7,300.776
2014,2,7,7,722.616
2015,2,7,7,274.092
2016,2,7,7,352.293
2017,2,7,7,649.618
2018,2,7,7,700.534
2019,2,7,7,649.774
2020,2,7,7,495.792
2021,2,7,7,492.558
1952,2,8,8,14.1723
1953,2,8,8,42.9521
1954,2,8,8,64.8406
1955,2,8,8,12.7954
1956,2,8,8,17.1019
1957,2,8,8,7.72361
1958,2,8,8,77.6809
1959,2,8,8,85.6694
1960,2,8,8,13.5828
1961,2,8,8,19.2763
1962,2,8,8,95.262
1963,2,8,8,94.3004
1964,2,8,8,1.9416
1965,2,8,8,73.9063
1966,2,8,8,124.926
1967,2,8,8,57.6744
1968,2,8,8,34.8162
1969,2,8,8,17.1486
1970,2,8,8,60.7816
1971,2,8,8,79.4389
1972,2,8,8,168.657
1973,2,8,8,170.388
1974,2,8,8,191.572
1975,2,8,8,10.0583
1976,2,8,8,45.9683
1977,2,8,8,195.328
1978,2,8,8,203.755
1979,2,8,8,291.332
1980,2,8,8,740.392
1981,2,8,8,589.265
1982,2,8,8,287.419
1983,2,8,8,348.939
1984,2,8,8,311.999
1985,2,8,8,366.969
1986,2,8,8,319.741
1987,2,8,8,0.0649203
1988,2,8,8,34.3666
1989,2,8,8,57.8432
1990,2,8,8,84.6372
1991,2,8,8,330.174
1992,2,8,8,0.0700216
1993,2,8,8,48.0646
1994,2,8,8,74.1572
1995,2,8,8,105.238
1996,2,8,8,17.1723
1997,2,8,8,103.364
1998,2,8,8,23.9854
1999,2,8,8,26.1983
2000,2,8,8,42.3591
2001,2,8,8,107.196
2002,2,8,8,92.0466
2003,2,8,8,104.214
2004,2,8,8,56.3832
2005,2,8,8,15.6081
2006,2,8,8,150.114
2007,2,8,8,120.763
2008,2,8,8,323.312
2009,2,8,8,259.581
2010,2,8,8,50.0734
2011,2,8,8,197.42
2012,2,8,8,227.883
2013,2,8,8,82.004
2014,2,8,8,168.529
2015,2,8,8,312.017
2016,2,8,8,63.5238
2017,2,8,8,81.5437
2018,2,8,8,294.598
2019,2,8,8,287.701
2020,2,8,8,39.2045
2021,2,8,8,116.542
1952,2,9,4,1262.94
1953,2,9,4,1322.73
1954,2,9,4,571.898
1955,2,9,4,1251.48
1956,2,9,4,791.897
1957,2,9,4,1700.64
1958,2,9,4,4218.18
1959,2,9,4,3799.13
1960,2,9,4,2801.7
1961,2,9,4,4422.86
1962,2,9,4,1766.73
1963,2,9,4,5063.56
1964,2,9,4,3245.24
1965,2,9,4,4659.17
1966,2,9,4,3188.69
1967,2,9,4,3221.05
1968,2,9,4,3218.98
1969,2,9,4,4107.15
1970,2,9,4,2900.56
1971,2,9,4,3517.62
1972,2,9,4,5072.82
1973,2,9,4,1248.83
1974,2,9,4,2246.86
1975,2,9,4,2808.68
1976,2,9,4,5140.57
1977,2,9,4,5916.57
1978,2,9,4,1349.73
1979,2,9,4,3562.89
1980,2,9,4,4141.85
1981,2,9,4,2692.87
1982,2,9,4,3920.95
1983,2,9,4,4685.92
1984,2,9,4,3869.56
1985,2,9,4,6583.9
1986,2,9,4,2611.03
1987,2,9,4,6126.93
1988,2,9,4,4404.22
1989,2,9,4,3233.93
1990,2,9,4,5193.06
1991,2,9,4,2943.4
1992,2,9,4,6315.3
1993,2,9,4,4542.31
1994,2,9,4,4736.79
1995,2,9,4,5754.62
1996,2,9,4,4014.08
1997,2,9,4,6730.54
1998,2,9,4,12400.8
1999,2,9,4,6884.21
2000,2,9,4,10046.7
2001,2,9,4,8830.5
2002,2,9,4,12413.9
2003,2,9,4,3947.31
2004,2,9,4,15957.2
2005,2,9,4,6469.92
2006,2,9,4,7848.51
2007,2,9,4,8231.61
2008,2,9,4,4742.25
2009,2,9,4,6181.78
2010,2,9,4,7684.75
2011,2,9,4,6819.36
2012,2,9,4,10249.3
2013,2,9,4,5444.27
2014,2,9,4,8525.33
2015,2,9,4,5001.08
2016,2,9,4,5459.29
2017,2,9,4,2914.36
2018,2,9,4,3565.42
2019,2,9,4,5287.87
2020,2,9,4,5026.46
2021,2,9,4,4291.63
1952,2,10,5,0
1953,2,10,5,0
1954,2,10,5,0
1955,2,10,5,0
1956,2,10,5,0
1957,2,10,5,0
1958,2,10,5,0
1959,2,10,5,0
1960,2,10,5,0
1961,2,10,5,0
1962,2,10,5,0
1963,2,10,5,0
1964,2,10,5,0
1965,2,10,5,0
1966,2,10,5,0
1967,2,10,5,0
1968,2,10,5,0
1969,2,10,5,0
1970,2,10,5,0
1971,2,10,5,0
1972,2,10,5,0
1973,2,10,5,0
1974,2,10,5,0
1975,2,10,5,0
1976,2,10,5,0
1977,2,10,5,0
1978,2,10,5,0
1979,2,10,5,0
1980,2,10,5,0
1981,2,10,5,0
1982,2,10,5,0
1983,2,10,5,0
1984,2,10,5,0
1985,2,10,5,0
1986,2,10,5,0
1987,2,10,5,17.7999
1988,2,10,5,7.92973
1989,2,10,5,18.0458
1990,2,10,5,5.46293
1991,2,10,5,3.88508
1992,2,10,5,4.30718
1993,2,10,5,2.10459
